trade_date,code,rank,u1_score,ret_1
2020-12-11,2,3,-0.0161873634084269,
2020-12-14,0,1,0.0203399122418189,
2020-12-14,1,2,0.0061903986978493,0.022140221402213944
2020-12-14,2,3,-0.0023978370657595,
2020-12-15,0,1,0.0183897514461266,
2020-12-15,1,2,-0.0050038654179657,-0.008423586040914643
2020-12-15,2,3,-0.0087828090824361,
2020-12-16,0,1,0.0191960976691772,
2020-12-16,1,2,-0.0029384048449689,0.016383495145630977
2020-12-16,2,3,-0.0082513512586475,
2020-12-17,0,1,0.0176829188269213,
2020-12-17,1,2,-0.0034092052425866,-0.0035820895522387097
2020-12-17,2,3,-0.0166960377613122,
2020-12-18,0,1,0.0204266155920256,
2020-12-18,1,2,-0.0017505691891429,-0.03535050928699823
2020-12-18,2,3,-0.0394078189956008,
2020-12-21,0,1,0.0472904536922623,
2020-12-21,1,2,-0.0017608330890048,-0.00496894409937898
2020-12-21,2,3,-0.0047934619085175,
2020-12-22,0,1,-0.0168578664688187,
2020-12-22,1,2,-0.0290038042930717,-0.02372034956304614
2020-12-22,2,3,-0.0392168061520413,
2020-12-23,0,1,0.0098831887990871,
2020-12-23,1,2,0.0063289023530329,0.006393861892583175
2020-12-23,2,3,-0.0081909235835826,
2020-12-24,0,1,0.0190221409506339,
2020-12-24,1,2,-0.0001321439382191,0.016518424396442244
2020-12-24,2,3,-0.0027275469639418,
2020-12-25,0,1,0.0042347127431417,
2020-12-25,1,2,-0.0152360296135726,-0.01375000000000004
2020-12-25,2,3,-0.0264827010987964,
2020-12-28,0,1,0.0474143986204493,
2020-12-28,1,2,-0.0015777397468376,0.05133079847908739
2020-12-28,2,3,-0.0392351543057066,
2020-12-29,0,1,0.021078344800564,
2020-12-29,1,2,0.0063225152213354,0.019288728149487566
2020-12-29,2,3,-0.0049245182975504,
2020-12-30,0,1,0.0209600582936033,
2020-12-30,1,2,0.0023940043477839,0.0017740981667653255
2020-12-30,2,3,-0.0034671059100289,
2020-12-31,0,1,0.0478591171950028,
2020-12-31,1,2,0.0213136282894039,0.008264462809917106
2020-12-31,2,3,0.0090583429366534,
2021-01-04,0,1,0.0118416361374105,
2021-01-04,1,2,0.0013895235064948,-0.043325526932084246
2021-01-04,2,3,-0.0388643193431716,
2021-01-05,0,1,0.0463804519430332,
2021-01-05,1,2,-0.0016561688478392,-0.02631578947368418
2021-01-05,2,3,-0.035478455164542,
2021-01-06,0,1,0.0485721726974343,
2021-01-06,1,2,0.0211070281865158,0.08736643620364548
2021-01-06,2,3,-0.014559806001751,
2021-01-07,0,1,0.0218767169472514,
2021-01-07,1,2,0.0183124221915431,0.01965317919075149
2021-01-07,2,3,-0.0017145636991978,
2021-01-08,0,1,0.0071696766393434,
2021-01-08,1,2,0.0026847910502279,-0.0028344671201814275
2021-01-08,2,3,-0.0025715512161188,
2021-01-11,0,1,0.0345607221262201,
2021-01-11,1,2,-0.0032335985804388,0.030130756111427015
2021-01-11,2,3,-0.016799137957129,
2021-01-12,0,1,0.0493238921749937,
2021-01-12,1,2,0.0493238921749937,0.034216335540838694
2021-01-12,2,3,0.0124900725325172,
2021-01-13,0,1,0.049423133660538,
2021-01-13,1,2,0.0082547254909658,-0.016008537886872842
2021-01-13,2,3,-0.0164245073007478,
2021-01-14,0,1,0.0041328971413997,
2021-01-14,1,2,-0.0383943117468973,-0.028741865509761433
2021-01-14,2,3,-0.0384900552061931,
2021-01-15,0,1,0.0495766520671178,
2021-01-15,1,2,0.0062128879055324,0.04634282523729749
2021-01-15,2,3,-0.0118153520969443,
2021-01-18,0,1,0.0497329525221623,
2021-01-18,1,2,0.0224793456763461,0.09071504802561381
2021-01-18,2,3,-0.0032630837848628,
2021-01-19,0,1,0.0505880370732348,
2021-01-19,1,2,0.0108490578237192,-0.017612524461839696
2021-01-19,2,3,-0.0168097727670335,
2021-01-20,0,1,0.0085656657294437,
2021-01-20,1,2,0.0063044216326305,0.006474103585657476
2021-01-20,2,3,-0.0278855587758673,
2021-01-21,0,1,0.0510282391334474,
2021-01-21,1,2,-0.0015889901131912,-0.01187530925284519
2021-01-21,2,3,-0.0120325404516234,
2021-01-22,0,1,0.0008520149790583,
2021-01-22,1,2,-0.0093450739979192,-0.01001502253380071
2021-01-22,2,3,-0.0294680256750231,
2021-01-25,0,1,0.0233343827441931,
2021-01-25,1,2,-0.0088622272302388,0.0232675771370765
2021-01-25,2,3,-0.0368360387861275,
2021-01-26,0,1,-0.0050032848707871,
2021-01-26,1,2,-0.0063597763537728,-0.005931784478497293
2021-01-26,2,3,-0.0380597196480682,
2021-01-27,0,1,0.0513079644476886,
2021-01-27,1,2,0.0132916697203214,0.03530581800099464
2021-01-27,2,3,0.0061901190831731,
2021-01-28,0,1,-0.008886856208968,
2021-01-28,1,2,-0.0141944811970576,-0.012968299711815567
2021-01-28,2,3,-0.0374313211718202,
2021-01-29,0,1,0.0518536725627388,
2021-01-29,1,2,0.0130273422670479,0.013625304136252847
2021-01-29,2,3,-0.0003023946513172,
2021-02-01,0,1,0.051934304667244,
2021-02-01,1,2,0.051934304667244,0.0700912145943351
2021-02-01,2,3,0.023445302029889,
2021-02-02,0,1,0.0290130491930538,
2021-02-02,1,2,-0.0339902577056089,-0.05697622252130996
2021-02-02,2,3,-0.0375529603263143,
2021-02-03,0,1,0.052740461516862,
2021-02-03,1,2,0.0049254284019417,0.0794481446241675
2021-02-03,2,3,-0.0373690835224513,
2021-02-04,0,1,0.0232845266638147,
2021-02-04,1,2,0.0025682232581594,-0.01542529748788013
2021-02-04,2,3,-0.0159909994248276,
2021-02-05,0,1,0.0532791918615951,
2021-02-05,1,2,0.0146797195016137,0.014771709937332123
2021-02-05,2,3,-0.0385307355678699,
2021-02-08,0,1,0.0136000895749878,
2021-02-08,1,2,-0.0001805033193582,-0.005734450816056613
2021-02-08,2,3,-0.0061497797707628,
2021-02-09,0,1,0.0534754437022816,
2021-02-09,1,2,-0.0051902413173793,-0.00976042590949422
2021-02-09,2,3,-0.0088562440180317,
2021-02-10,0,1,0.0543947708654373,
2021-02-10,1,2,0.0010434072990449,-0.03405017921146958
2021-02-10,2,3,-0.0381719847605729,
2021-02-18,0,1,0.0236131598432583,
2021-02-18,1,2,0.0165368295543805,0.02226345083487935
2021-02-18,2,3,-0.0268494822820928,
2021-02-19,0,1,0.015465425541584,
2021-02-19,1,2,-0.0161319782933431,-0.02041742286751358
2021-02-19,2,3,-0.0218047643021729,
2021-02-22,0,1,0.0008561825238656,
2021-02-22,1,2,-0.0381195215183762,-0.06808707735062525
2021-02-22,2,3,-0.0381195215183762,
2021-02-23,0,1,0.0539934408961628,
2021-02-23,1,2,0.007962869047932,-0.022365805168986008
2021-02-23,2,3,-0.0292739704115353,
2021-02-24,0,1,0.0131094183300412,
2021-02-24,1,2,-0.023940759030571,0.01169293340111821
2021-02-24,2,3,-0.0381501764559177,
2021-02-25,0,1,0.0234252523104166,
